video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=gLbMHIsjaHQ&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@810-ot4rk,𝕆𝕗𝕗𝕚𝕔𝕚𝕒𝕝 ℍ𝕚𝕘𝕙 𝕤𝕔𝕙𝕠𝕠𝕝 𝕊𝕡𝕠𝕣𝕥 810,🏀 Menchville vs Steward - High School Basketball [FULL GAME],No,5 minutes,CLICK LINK TO WATCH THIS MATCH : https://www.youtube.com/@Official_HighSchoolSport14/about The ...,2024-01-28 01:33:57.275078
/watch?v=knn_xFUU4bw&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@410-lk3ef,𝕆𝕗𝕗𝕚𝕔𝕚𝕒𝕝 ℍ𝕚𝕘𝕙 𝕤𝕔𝕙𝕠𝕠𝕝 𝕊𝕡𝕠𝕣𝕥 410,Virginia | High School Basketball | Menchville vs Steward,No,5 minutes,CLICK LINK TO WATCH THIS MATCH : https://www.youtube.com/@LiveOnlineSport-HD/about The Steward ...,2024-01-28 01:33:57.277745
/watch?v=XYyjcDWXSow&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@livinginRVA,LIVING IN RICHMOND VIRGINIA,"Richmond, VA Real Estate Market | January 2024 Housing Market Update",No,9 hours,If you'd like to connect with me: 1 - Book an appointment with me by simply texting 804-409-8655. 2 - Connect with me on ...,2024-01-28 01:33:57.280274
/watch?v=EsaTRhFUIJs&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@KennethJUETONeal,KennethJUETO’Neal,"LIVE : Lynchburg HomeSchool vs. Spirit HomeSchool Virginia Boys Basketball [Jan 27, 2024]",No,2 hours,"Lynchburg HomeSchool Vs Spirit HomeSchool, Watch Here : https://www.youtube.com/@HIGHSCHOOLSBASKETBALLZ/about ...",2024-01-28 01:33:57.282961
/watch?v=kGcRxrS7G6g&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@PohankaHondaofFredericksburg,Pohanka Honda of Fredericksburg,"Used 2023 Honda Passport Fredericksburg VA Richmond, VA #FRH452057A",No,6 hours,http://www.pohankahondaoffredericksburg.com/ Call or visit for a test drive of this vehicle today! Phone: 540-735-9100 Year: 2023 ...,2024-01-28 01:33:57.285494
/watch?v=kdmYVjctj9Q&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@user-fe9pp7tm5q,ZoeyJAVBest,"LIVE : Lynchburg HomeSchool vs. Spirit HomeSchool Virginia Boys Basketball [Jan 27, 2024]",No,2 hours,"Lynchburg HomeSchool Vs Spirit HomeSchool, Watch Here : https://www.youtube.com/@HIGHSCHOOLSBASKETBALLZ/about ...",2024-01-28 01:33:57.288074
/watch?v=y7WwwEOUlYY&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@PohankaHondaofFredericksburg,Pohanka Honda of Fredericksburg,"Used 2021 Honda CR-V Fredericksburg VA Richmond, VA #FRH429816S",No,8 hours,http://www.pohankahondaoffredericksburg.com/ Call or visit for a test drive of this vehicle today! Phone: 540-735-9100 Year: 2021 ...,2024-01-28 01:33:57.290633
/watch?v=EibNM-rMjek&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@PohankaHondaofFredericksburg,Pohanka Honda of Fredericksburg,"Used 2013 Honda CR-V Fredericksburg VA Richmond, VA #FRE047460A",No,23 hours,http://www.pohankahondaoffredericksburg.com/ Call or visit for a test drive of this vehicle today! Phone: 540-735-9100 Year: 2013 ...,2024-01-28 01:33:57.292185
/watch?v=us7riw_2CXA&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@ZaireJUETONeal,ZaireJUETO’Neal,Grove Christian School vs. Grace Christian School Virginia Boys Basketball [LIVESTREAM],No,2 hours,Grove Christian School vs Grace Christian School High School Boys Basketball Watch Now ...,2024-01-28 01:33:57.293646
/watch?v=YLKHP97b2VI&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@TVLOVESPORTS282,TV LOVE SPORTS #282,⚜ Lynchburg HomeSchool vs Spirit HomeSchool - Boys Basketball Boys Basketball,No,4 hours,Lynchburg HomeSchool vs Spirit HomeSchool Lynchburg HomeSchool vs Spirit HomeSchool Live Stream HERE ...,2024-01-28 01:33:57.295110
/watch?v=kFQc5WVhAXw&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@PohankaHondaofFredericksburg,Pohanka Honda of Fredericksburg,"Used 2024 Honda Accord Fredericksburg VA Richmond, VA #24F017",No,14 hours,http://www.pohankahondaoffredericksburg.com/ Call or visit for a test drive of this vehicle today! Phone: 540-735-9100 Year: 2024 ...,2024-01-28 01:33:57.297522
/watch?v=ahUd_EPRdNM&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@GiannaJAVNovak,GiannaJAVNovak,Varina vs. Green Run Virginia Boys Basketball [LIVESTREAM],No,2 hours,"Varina Vs Green Run, Watch Here : https://www.youtube.com/@HIGHSCHOOLSBASKETBALLZ/about The Green Run (Virginia ...",2024-01-28 01:33:57.300540
/watch?v=4VWUCEZgySQ&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@PohankaHondaofFredericksburg,Pohanka Honda of Fredericksburg,"Used 2024 Honda CR-V Fredericksburg VA Richmond, VA #24F016",No,14 hours,http://www.pohankahondaoffredericksburg.com/ Call or visit for a test drive of this vehicle today! Phone: 540-735-9100 Year: 2024 ...,2024-01-28 01:34:08.248129
/watch?v=dZwJmKS8Xac&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@radiowv,radiowv,Oliver Anthony - Virginia,6M,5 months,"Oliver Anthony, an old soul with something to say. Here he plays his original, Virginia, let us know what you think!",2024-01-28 01:34:08.254921
/watch?v=b8AwNTtkxMc&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@CityWander,City Wander,"Downtown Richmond, Virginia [4K] Walking Tour (2021)",49K,2 years,"Join us in downtown Richmond, Virginia for a virtual walking tour of the city. Have you ever wondered what it looks like in ...",2024-01-28 01:34:08.257398
/watch?v=5nWp_OFhOQo&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@LaurenZRay,Lauren Z Ray,"10 Things to Do in Richmond, VA This Christmas",871,1 month,- - - - - - - ☆My Film Gear: https://www.laurenzray.com/camera-gear ☆My Travel Gear: https://www.laurenzray.com/travel-gear ...,2024-01-28 01:34:08.259234
/watch?v=MENO4rGiFzk&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@LIVINGINRICHMOND,LIVING IN RICHMOND VA,"7 Reasons You Should Not Be Moving to Richmond, VA | Living in Richmond Virginia",8.9K,1 year,Do you want to move to Richmond VA? Let's look at the Top 7 Reasons You Should NOT Be Moving to Richmond Virginia.,2024-01-28 01:34:08.261187
/watch?v=1VDCDJYVYt8&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@KevinAcrossAmerica,Kevin Across America,"RICHMOND, VIRGINIA IS SO UNDERRATED! 🏛️ 🍳 🪦 (and the food scene is insanely good)",36K,2 years,"Richmond, Virginia used to be a sleepy southern city. Today, it's teeming with locally-owned restaurants, bars, and an eclectic arts ...",2024-01-28 01:34:08.264272
/watch?v=Hfzq6NDd3mU&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@PrimoMedia,PrimoMedia - Chris Biela,"Richmond, Capital city of Virginia | 4K drone video",3.8K,9 months,"Daytime footage of Richmond, the capital of Virginia, 4K drone footage done with DJI Mavic 2 Pro. Edited in Premiere Pro. Follow ...",2024-01-28 01:34:08.269764
/watch?v=7UjSJYLT2hY&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@JohnandCaraRetiredTravellers,John and Cara Retired Travellers,RICHMOND THE BEAUTIFUL CAPITAL OF VIRGINIA,2.9K,1 year,"Capital of Virginia is the beautiful city of Richmond! This lively city has so much to offer. History, Great Food, Art and so much more ...",2024-01-28 01:34:08.271475
/watch?v=hI2O4AkKtfQ&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@LivinginNorthernVirginia,Living in Northern Virginia - David Massey,Why are Northern Virginia Residents Relocating to Richmond Virginia?,3.7K,11 months,In the past 2 plus years Northern Virginia residents have been relocating to Richmond in droves. In this video we are going to find ...,2024-01-28 01:34:08.273079
/watch?v=E_xmiFkC8cE&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@AlexynPhotoVideo,Alexyn Photo & Video,"Why Move to Church Hill in Richmond, Virginia?",1.5K,3 years,"Do you want to know why you (yes you!) should move to Church Hill in Richmond Virginia, and want to get the advice from ...",2024-01-28 01:34:08.274591
/watch?v=6LldWkN3g3A&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@RedBullSkateboarding,Red Bull Skateboarding,"Inside Richmond, Virginia’s Gritty DIY Skate Scene",92K,9 months,"Welcome to the gritty and DIY skate scene of Richmond, VA. In the latest episode Greetings From, we take you on a tour of the ...",2024-01-28 01:34:08.276220
/watch?v=jBP8FLesQ_o&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@adventuringoutdoorswitheric,Adventuring Outdoors With Eric,A DAY IN RICHMOND VIRGINIA,15K,3 years,"Back in August of 2019, I took a trip out to Richmond Virginia. It's a very beautiful and historic city to visit. This used to be the ...",2024-01-28 01:34:08.277847
/watch?v=THOBzCxGVHo&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@RTDNewsroom,Richmond Times-Dispatch,"Richmond, Virginia: Then and Now",235K,8 years,Compare photos taken in Richmond during the mid-1800's to images at the same locations taken this year. The Times-Dispatch ...,2024-01-28 01:34:08.280545
/watch?v=VWVmDFyoXI4&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@MileageMikeTravels,Mileage Mike Travels,Broad Street - Richmond's LONGEST Street - Richmond - Virginia - 4K Street Drive,33K,1 year,"Westbound drive down Richmond's Broad Street which travels through Downtown, Virgina Commonwealth University, The Fan ...",2024-01-28 01:34:08.282705
/watch?v=PZo-pVl371s&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@4kDRIVETOUR,4k DRIVE TOUR,"4K DRIVE TOUR - RICHMOND, VIRGINIA - DRIVING EXPLORATIONS @4kDRIVETOUR",3.8K,9 months,Richmond is a dynamic and rising city with a creative culture. Richmond has stunning views of the James River. Richmond is ...,2024-01-28 01:34:08.284951
/watch?v=vMjyYekNq-8&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@LivingInVirginia,Living in Richmond Virginia,Pros And Cons of Living in Richmond Virginia,29K,1 year,"Are you looking to move to Richmond, Virginia? Then this episode is for you. We jump into the pros and cons to living in ...",2024-01-28 01:34:17.130104
/watch?v=a9ZK5w8C6V4&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@KingRoseArchives,King Rose Archives,"Colored Only Entrance Signs in Richmond, Virginia",21K,8 years,"Signs at train stations, on the street. Segregation in the South. People on the streets. Street cars. And the Brown and Liggett ...",2024-01-28 01:34:17.132024
/watch?v=Qkjzeg4Ht1w&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@LivingInRichmondVirginia,Living In Richmond Virginia,Where To Live In The City Of Richmond Va | Exploring The City Of Richmond Virginia,1.8K,4 months,"This video is dedicated solely to the City of Richmond Va, and in it we explore 7 areas around the city where you could live.",2024-01-28 01:34:17.135721
/watch?v=FVm0CaOxEQY&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@eater,Eater,"A Boxed Lunch in Richmond, Virginia Has People Lining Up at 6 A.M.",4.6M,7 years,"Today's mini-documentary from the Southern Foodways Alliance series features a Richmond, Virginia landmark: Sally Bell's, the ...",2024-01-28 01:34:17.137567
/watch?v=nMcxyeKLRjc&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@ProjectPast1565,Project Past,"American Civil War Museum | Richmond, Virginia | RARE Battlefield Relics and Artifacts!!!",175K,2 years,Correction at 08:57 the American Civil War was not the first war photographed. It was actually the Mexican/American War in 1846.,2024-01-28 01:34:17.139367
/watch?v=5zivOXOTDoY&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@Whittdocs,Whittdocs,Famous Graves - A Cemetery Tour Of Hollywood Cemetery in Richmond Virginia,19K,2 years,Today's cemetery tour takes us to Hollywood Cemetery in Richmond Virginia. We visit famous graves including Presidents John ...,2024-01-28 01:34:17.142435
/watch?v=nFnVpC7By70&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@MariolaMichelleRodriguez,Mariola Michelle Rodriguez,"Weekend Trip to Richmond, VA | Maymont, Carytown + Distilleries!",1.8K,1 year,"Hey guys! Welcome to today's video where Ruben & I take a short trip to Richmond, VA & instantly fell in love! We weren't able to ...",2024-01-28 01:34:17.145025
/watch?v=DZyH2HE4nxA&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@WTVRCBS6,WTVR CBS 6,"Top stories and weather in Richmond, Virginia on December 11, 2023",325,1 month,"Top stories and weather in Richmond, Virginia on December 11, 2023.",2024-01-28 01:34:17.146413
/watch?v=q6erknqH1HA&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@LIVINGINRICHMOND,LIVING IN RICHMOND VA,7 Reasons People Are Moving to Richmond Virginia | Living in Richmond VA,18K,1 year,Do you want to move to Richmond VA? Let's look at the Top 7 Reasons People Are Moving to Richmond Virginia. Richmond ...,2024-01-28 01:34:17.148265
/watch?v=7V3xbJacwiM&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@livinginrichmondvirginia6306,Living in Richmond Virginia,Exploring Richmond Virginia 2023: Pros & Cons Of Living In The River City | Moving To Richmond VA,7K,6 months,Are you thinking about moving to Richmond Virginia? Let's explore the Pros & Cons Of Living In The River City: Richmond Virginia ...,2024-01-28 01:34:17.150171
/watch?v=2Ik9bfTXrKw&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@Erikthetravelguy,Erik The Travel Guy,"Richmond, Virginia - City Overview",125K,6 years,"In this video I show you around the Capitol of the Commonwealth...Richmond, Virginia. Quirk Hotel: ...",2024-01-28 01:34:17.151856
/watch?v=sUbpbCtUG-8&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@allin4k129,ALL in 4K,"Richmond, Virginia, USA 🇺🇸 | 4K Drone Footage",20K,2 years,"Richmond, Virginia, USA | 4K Drone Footage If you are interested in these amaznig footage Get unlimited downloads of ...",2024-01-28 01:34:17.153258
/watch?v=uy-I6HGqQ9o&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@LionHeartFilmWorks,LionHeart FilmWorks,"The Confederate Monuments of Richmond, Virginia - a Historical Tribute",7.9K,2 years,"A non-political, appreciation and historical tribute to the Confederate Monuments of Richmond, Virginia's 'Monument Avenue' - as ...",2024-01-28 01:34:17.154551
/watch?v=rzueFRIofqw&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@churchnewsroom,Church Newsroom,Richmond Virginia Temple Completed,118K,10 months,Have you ever wanted to see inside a temple of The Church of Jesus Christ of Latter-day Saints? Here's a sneak peek of the ...,2024-01-28 01:34:17.155729
/watch?v=f-BprIWBrwo&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@TimeTravelWalk,Time Travel Walk,"Richmond Virginia NIGHTLIFE, DON'T GO HERE ALONE!!! 🇺🇸【4K】",21K,2 years,"In this video, I do a nightlife walk Shockoe Bottom in Richmond, Virginia. Shockoe Bottom is the city's funky nightlife district, ...",2024-01-28 01:34:17.156994
/watch?v=ydTrEHM_8l0&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@LivingInRichmondVirginia,Living In Richmond Virginia,The Best Neighborhoods In Richmond Va | The Best Places To Live In Richmond Virginia,8.9K,1 year,If you are thinking about moving to Richmond Virginia and want to know where to live you will love this video! In it we show you ...,2024-01-28 01:34:17.158816
/watch?v=_zHuFg4VwPQ&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@GladysandKenny,Gladys and Kenny,24 Hours in Richmond Virginia (BEST THINGS TO DO) RV Life,3.3K,1 year,"Let us know your favorite things to do in Richmond, Virginia. ☑️ Subscribe to join our adventures around the world: ...",2024-01-28 01:34:17.160674
/watch?v=HPnCgHTOFV4&pp=ygURUmljaG1vbmQgVmlyZ2luaWE%3D,/@USHistorians,US Historians,Moving to Virginia - 8 Best Places to live in Virginia 2023,31K,1 year,Moving to Virginia - Best Places to live in Virginia 2023 Hi there! Are you considering moving to Virginia and wondering where the ...,2024-01-28 01:34:17.162594
